"B11006_001E","B11006_001M","B11006_002E","B11006_002M","B11006_003E","B11006_003M","B11006_004E","B11006_004M","B11006_005E","B11006_005M","B11006_006E","B11006_006M","B11006_007E","B11006_007M","B11006_008E","B11006_008M","B11006_009E","B11006_009M","B11006_010E","B11006_010M","B11006_011E","B11006_011M","B11006_012E","B11006_012M","B11006_013E","B11006_013M","B11006_014E","B11006_014M","B11006_015E","B11006_015M","GEO_ID","NAME"
"1156","100","341","82","88","60","68","56","20","28","8","12","12","20","253","64","815","115","290","81","192","65","98","70","22","25","76","65","525","111","1500000US240317012181","Block Group 1, Census Tract 7012.18, Montgomery County, Maryland"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240317012182","Block Group 2, Census Tract 7012.18, Montgomery County, Maryland"
"325","59","131","45","65","33","57","31","8","11","8","11","0","12","66","34","194","65","64","36","64","36","0","12","0","12","0","12","130","56","1500000US240317012183","Block Group 3, Census Tract 7012.18, Montgomery County, Maryland"
"1556","80","256","69","115","65","81","59","34","34","14","25","20","22","141","63","1300","97","740","115","559","110","181","85","87","74","94","55","560","112","1500000US240317012191","Block Group 1, Census Tract 7012.19, Montgomery County, Maryland"
"462","64","249","66","229","64","220","61","9","16","0","12","9","16","20","23","213","60","202","56","159","48","43","31","0","12","43","31","11","16","1500000US240317012201","Block Group 1, Census Tract 7012.20, Montgomery County, Maryland"
"750","69","292","76","236","65","198","54","38","37","0","12","38","37","56","46","458","86","423","76","369","71","54","38","16","19","38","30","35","42","1500000US240317012202","Block Group 2, Census Tract 7012.20, Montgomery County, Maryland"
"622","71","170","57","153","54","153","54","0","12","0","12","0","12","17","18","452","76","428","74","368","68","60","40","0","12","60","40","24","27","1500000US240317012211","Block Group 1, Census Tract 7012.21, Montgomery County, Maryland"
"1038","82","421","92","240","71","211","67","29","25","0","12","29","25","181","68","617","100","453","102","382","98","71","44","12","18","59","40","164","66","1500000US240317012212","Block Group 2, Census Tract 7012.21, Montgomery County, Maryland"
"384","61","188","52","93","48","77","42","16","26","0","12","16","26","95","34","196","48","196","48","177","50","19","21","0","12","19","21","0","12","1500000US240317013031","Block Group 1, Census Tract 7013.03, Montgomery County, Maryland"
"859","68","507","72","403","62","362","66","41","34","0","12","41","34","104","47","352","72","299","73","270","73","29","25","0","12","29","25","53","30","1500000US240317013032","Block Group 2, Census Tract 7013.03, Montgomery County, Maryland"
"690","82","238","76","210","70","181","67","29","33","14","24","15","23","28","32","452","111","423","119","375","115","48","53","19","30","29","45","29","34","1500000US240317013041","Block Group 1, Census Tract 7013.04, Montgomery County, Maryland"
"301","52","170","65","96","54","96","54","0","12","0","12","0","12","74","46","131","70","118","66","118","66","0","12","0","12","0","12","13","20","1500000US240317013042","Block Group 2, Census Tract 7013.04, Montgomery County, Maryland"
"478","82","282","79","144","59","121","55","23","35","0","12","23","35","138","64","196","66","196","66","114","56","82","54","0","12","82","54","0","12","1500000US240317013043","Block Group 3, Census Tract 7013.04, Montgomery County, Maryland"
"543","86","336","84","289","85","250","84","39","41","0","12","39","41","47","39","207","74","188","67","168","62","20","30","0","12","20","30","19","27","1500000US240317013044","Block Group 4, Census Tract 7013.04, Montgomery County, Maryland"
"414","52","191","51","172","52","156","53","16","20","12","17","4","9","19","23","223","62","208","61","188","59","20","22","0","12","20","22","15","22","1500000US240317013061","Block Group 1, Census Tract 7013.06, Montgomery County, Maryland"
"536","58","289","56","227","63","189","64","38","30","21","25","17","18","62","40","247","55","247","55","247","55","0","12","0","12","0","12","0","12","1500000US240317013062","Block Group 2, Census Tract 7013.06, Montgomery County, Maryland"
"1354","74","562","83","471","75","445","75","26","25","8","12","18","22","91","43","792","86","719","84","686","85","33","23","0","12","33","23","73","48","1500000US240317013071","Block Group 1, Census Tract 7013.07, Montgomery County, Maryland"
"618","77","283","72","184","52","163","52","21","18","0","12","21","18","99","56","335","73","237","61","228","57","9","15","0","12","9","15","98","50","1500000US240317013081","Block Group 1, Census Tract 7013.08, Montgomery County, Maryland"
"617","75","336","69","264","70","254","69","10","16","0","12","10","16","72","36","281","66","260","63","243","62","17","21","7","14","10","15","21","23","1500000US240317013082","Block Group 2, Census Tract 7013.08, Montgomery County, Maryland"
"396","84","127","70","111","69","111","69","0","12","0","12","0","12","16","26","269","87","253","90","253","90","0","12","0","12","0","12","16","24","1500000US240317013121","Block Group 1, Census Tract 7013.12, Montgomery County, Maryland"
"570","93","344","85","249","79","173","74","76","48","0","12","76","48","95","68","226","81","226","81","188","89","38","43","0","12","38","43","0","12","1500000US240317013122","Block Group 2, Census Tract 7013.12, Montgomery County, Maryland"
"743","125","304","105","201","91","114","64","87","76","0","12","87","76","103","66","439","120","373","120","338","117","35","44","21","37","14","22","66","47","1500000US240317013123","Block Group 3, Census Tract 7013.12, Montgomery County, Maryland"
"409","70","252","62","201","64","173","64","28","33","0","12","28","33","51","41","157","60","137","57","137","57","0","12","0","12","0","12","20","32","1500000US240317013124","Block Group 4, Census Tract 7013.12, Montgomery County, Maryland"
"676","60","339","54","300","49","268","47","32","28","19","22","13","18","39","28","337","66","306","65","274","62","32","28","0","12","32","28","31","26","1500000US240317013131","Block Group 1, Census Tract 7013.13, Montgomery County, Maryland"
"568","65","234","61","213","60","184","61","29","25","11","17","18","20","21","25","334","64","276","71","245","68","31","30","21","24","10","17","58","47","1500000US240317013132","Block Group 2, Census Tract 7013.13, Montgomery County, Maryland"
"593","72","165","64","139","61","125","61","14","13","5","9","9","14","26","21","428","75","345","63","293","61","52","38","18","21","34","31","83","65","1500000US240317013141","Block Group 1, Census Tract 7013.14, Montgomery County, Maryland"
"465","67","197","67","135","60","115","54","20","29","0","12","20","29","62","40","268","65","212","58","156","60","56","37","23","21","33","28","56","38","1500000US240317013142","Block Group 2, Census Tract 7013.14, Montgomery County, Maryland"
"727","78","344","64","202","51","138","53","64","48","0","12","64","48","142","47","383","74","289","68","250","69","39","32","0","12","39","32","94","54","1500000US240317013151","Block Group 1, Census Tract 7013.15, Montgomery County, Maryland"
"948","101","206","79","155","77","129","75","26","22","7","11","19","20","51","31","742","120","573","111","383","110","190","95","40","25","150","88","169","79","1500000US240317013152","Block Group 2, Census Tract 7013.15, Montgomery County, Maryland"
"1016","122","389","85","320","84","298","79","22","35","22","35","0","12","69","39","627","123","584","126","437","106","147","77","35","38","112","69","43","47","1500000US240317013161","Block Group 1, Census Tract 7013.16, Montgomery County, Maryland"
"1164","112","593","112","362","99","362","99","0","12","0","12","0","12","231","98","571","112","420","88","310","81","110","64","21","28","89","55","151","102","1500000US240317013162","Block Group 2, Census Tract 7013.16, Montgomery County, Maryland"
"417","65","204","52","164","53","164","53","0","12","0","12","0","12","40","25","213","77","212","77","203","77","9","16","0","12","9","16","1","2","1500000US240317013171","Block Group 1, Census Tract 7013.17, Montgomery County, Maryland"
"487","68","155","59","109","46","109","46","0","12","0","12","0","12","46","42","332","73","326","74","268","60","58","66","0","12","58","66","6","10","1500000US240317013172","Block Group 2, Census Tract 7013.17, Montgomery County, Maryland"
"441","54","246","62","183","50","165","51","18","18","9","14","9","13","63","45","195","58","195","58","183","57","12","18","0","12","12","18","0","12","1500000US240317013173","Block Group 3, Census Tract 7013.17, Montgomery County, Maryland"
"704","88","325","73","248","62","215","60","33","29","22","23","11","17","77","47","379","98","318","87","306","86","12","18","0","12","12","18","61","58","1500000US240317014071","Block Group 1, Census Tract 7014.07, Montgomery County, Maryland"
"441","70","285","68","248","69","242","70","6","12","6","12","0","12","37","29","156","54","141","53","108","48","33","29","12","17","21","24","15","18","1500000US240317014072","Block Group 2, Census Tract 7014.07, Montgomery County, Maryland"
"676","69","316","57","251","56","235","54","16","19","0","12","16","19","65","38","360","90","301","86","237","80","64","51","0","12","64","51","59","44","1500000US240317014073","Block Group 3, Census Tract 7014.07, Montgomery County, Maryland"
"554","89","282","81","190","72","161","66","29","32","0","12","29","32","92","61","272","83","272","83","272","83","0","12","0","12","0","12","0","12","1500000US240317014081","Block Group 1, Census Tract 7014.08, Montgomery County, Maryland"
"424","97","199","81","199","81","190","82","9","19","0","12","9","19","0","12","225","107","198","111","198","111","0","12","0","12","0","12","27","30","1500000US240317014082","Block Group 2, Census Tract 7014.08, Montgomery County, Maryland"
"434","82","250","88","200","98","170","95","30","34","0","12","30","34","50","47","184","65","152","64","99","63","53","38","0","12","53","38","32","34","1500000US240317014083","Block Group 3, Census Tract 7014.08, Montgomery County, Maryland"
"608","101","303","76","245","72","199","67","46","43","17","28","29","34","58","49","305","109","289","108","271","108","18","30","18","30","0","12","16","28","1500000US240317014084","Block Group 4, Census Tract 7014.08, Montgomery County, Maryland"
"385","54","222","61","133","52","133","52","0","12","0","12","0","12","89","50","163","66","163","66","138","58","25","40","0","12","25","40","0","12","1500000US240317014091","Block Group 1, Census Tract 7014.09, Montgomery County, Maryland"
"538","64","320","67","291","65","255","67","36","31","0","12","36","31","29","28","218","69","183","62","163","60","20","18","9","15","11","12","35","40","1500000US240317014092","Block Group 2, Census Tract 7014.09, Montgomery County, Maryland"
"396","64","190","54","164","51","154","52","10","15","0","12","10","15","26","27","206","64","184","61","178","58","6","11","6","11","0","12","22","24","1500000US240317014093","Block Group 3, Census Tract 7014.09, Montgomery County, Maryland"
"653","179","194","125","175","123","134","114","41","46","23","35","18","29","19","32","459","169","288","146","162","104","126","121","36","55","90","101","171","126","1500000US240317014101","Block Group 1, Census Tract 7014.10, Montgomery County, Maryland"
"1315","179","303","114","290","114","266","109","24","41","0","12","24","41","13","21","1012","187","718","194","484","155","234","124","15","24","219","123","294","134","1500000US240317014102","Block Group 2, Census Tract 7014.10, Montgomery County, Maryland"
"862","158","363","114","318","103","264","101","54","66","41","56","13","31","45","52","499","149","384","127","291","127","93","68","46","46","47","52","115","85","1500000US240317014103","Block Group 3, Census Tract 7014.10, Montgomery County, Maryland"
"565","125","244","89","161","72","161","72","0","12","0","12","0","12","83","63","321","124","265","125","174","83","91","81","24","40","67","80","56","66","1500000US240317014141","Block Group 1, Census Tract 7014.14, Montgomery County, Maryland"
"419","96","245","83","228","83","210","84","18","30","0","12","18","30","17","27","174","81","90","68","75","61","15","25","15","25","0","12","84","80","1500000US240317014142","Block Group 2, Census Tract 7014.14, Montgomery County, Maryland"
"648","168","380","119","315","116","188","97","127","94","0","12","127","94","65","51","268","141","195","140","91","87","104","112","0","12","104","112","73","67","1500000US240317014143","Block Group 3, Census Tract 7014.14, Montgomery County, Maryland"
"857","175","422","154","345","154","206","117","139","93","103","96","36","42","77","48","435","143","338","139","150","94","188","119","33","32","155","122","97","62","1500000US240317014144","Block Group 4, Census Tract 7014.14, Montgomery County, Maryland"
"364","91","274","94","174","84","144","75","30","45","30","45","0","12","100","56","90","62","72","55","72","55","0","12","0","12","0","12","18","30","1500000US240317014151","Block Group 1, Census Tract 7014.15, Montgomery County, Maryland"
"576","133","366","126","270","132","163","90","107","113","23","36","84","108","96","62","210","98","155","87","131","86","24","29","9","16","15","25","55","55","1500000US240317014152","Block Group 2, Census Tract 7014.15, Montgomery County, Maryland"
"390","91","234","88","199","84","135","65","64","55","22","35","42","44","35","42","156","66","114","60","114","60","0","12","0","12","0","12","42","35","1500000US240317014153","Block Group 3, Census Tract 7014.15, Montgomery County, Maryland"
"252","86","166","81","120","67","111","66","9","16","0","12","9","16","46","49","86","59","86","59","76","51","10","30","0","12","10","30","0","12","1500000US240317014154","Block Group 4, Census Tract 7014.15, Montgomery County, Maryland"
"759","134","289","92","231","82","231","82","0","12","0","12","0","12","58","56","470","141","450","140","369","138","81","68","0","12","81","68","20","33","1500000US240317014155","Block Group 5, Census Tract 7014.15, Montgomery County, Maryland"
"341","112","104","45","104","45","75","44","29","34","14","23","15","25","0","12","237","109","77","53","77","53","0","12","0","12","0","12","160","102","1500000US240317014171","Block Group 1, Census Tract 7014.17, Montgomery County, Maryland"
"736","181","58","45","28","32","14","22","14","23","0","12","14","23","30","33","678","184","337","134","156","71","181","124","60","80","121","108","341","164","1500000US240317014172","Block Group 2, Census Tract 7014.17, Montgomery County, Maryland"
"644","162","106","91","15","24","0","12","15","24","0","12","15","24","91","88","538","162","285","138","121","71","164","125","0","12","164","125","253","108","1500000US240317014173","Block Group 3, Census Tract 7014.17, Montgomery County, Maryland"
"847","196","193","99","128","83","95","84","33","41","15","26","18","30","65","53","654","193","412","158","249","119","163","114","14","23","149","112","242","146","1500000US240317014174","Block Group 4, Census Tract 7014.17, Montgomery County, Maryland"
"1101","72","345","56","224","52","166","40","58","36","7","13","51","32","121","51","756","94","598","99","460","95","138","62","41","38","97","52","158","61","1500000US240317014181","Block Group 1, Census Tract 7014.18, Montgomery County, Maryland"
"215","86","127","74","93","66","79","64","14","21","0","12","14","21","34","40","88","56","68","51","52","48","16","26","0","12","16","26","20","32","1500000US240317014201","Block Group 1, Census Tract 7014.20, Montgomery County, Maryland"
"1408","141","1408","141","305","121","305","121","0","12","0","12","0","12","1103","162","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240317014202","Block Group 2, Census Tract 7014.20, Montgomery County, Maryland"
"531","106","294","117","255","112","219","103","36","42","0","12","36","42","39","38","237","97","237","97","204","95","33","36","16","26","17","26","0","12","1500000US240317014203","Block Group 3, Census Tract 7014.20, Montgomery County, Maryland"
"424","109","183","61","166","59","141","52","25","36","0","12","25","36","17","27","241","105","241","105","191","104","50","51","32","41","18","30","0","12","1500000US240317014204","Block Group 4, Census Tract 7014.20, Montgomery County, Maryland"
"561","16","193","31","112","34","74","31","38","25","0","12","38","25","81","32","368","34","257","47","163","42","94","48","20","19","74","42","111","42","1500000US240317014211","Block Group 1, Census Tract 7014.21, Montgomery County, Maryland"
"614","98","76","52","52","45","22","36","30","26","0","12","30","26","24","28","538","101","375","99","169","86","206","88","0","12","206","88","163","65","1500000US240317014221","Block Group 1, Census Tract 7014.22, Montgomery County, Maryland"
"411","76","85","52","85","52","59","46","26","25","11","17","15","17","0","12","326","77","283","76","124","65","159","68","29","30","130","62","43","43","1500000US240317014222","Block Group 2, Census Tract 7014.22, Montgomery County, Maryland"
"474","85","140","61","99","54","90","51","9","14","0","12","9","14","41","29","334","83","263","76","199","61","64","43","17","20","47","40","71","37","1500000US240317014231","Block Group 1, Census Tract 7014.23, Montgomery County, Maryland"
"647","114","187","73","88","42","63","33","25","26","0","12","25","26","99","57","460","114","377","109","212","93","165","66","35","42","130","63","83","42","1500000US240317014232","Block Group 2, Census Tract 7014.23, Montgomery County, Maryland"
"680","92","259","94","152","61","53","36","99","51","20","22","79","51","107","71","421","104","288","82","151","74","137","77","36","45","101","64","133","74","1500000US240317014233","Block Group 3, Census Tract 7014.23, Montgomery County, Maryland"
"554","111","393","111","265","86","228","92","37","39","0","12","37","39","128","89","161","81","130","77","118","77","12","18","12","18","0","12","31","39","1500000US240317015031","Block Group 1, Census Tract 7015.03, Montgomery County, Maryland"
"442","104","369","95","186","82","103","64","83","59","53","53","30","33","183","81","73","62","73","62","46","55","27","33","0","12","27","33","0","12","1500000US240317015032","Block Group 2, Census Tract 7015.03, Montgomery County, Maryland"
"540","109","359","136","290","133","255","131","35","41","15","24","20","32","69","50","181","94","126","75","42","42","84","62","17","28","67","53","55","55","1500000US240317015033","Block Group 3, Census Tract 7015.03, Montgomery County, Maryland"
"574","117","239","109","151","86","99","74","52","58","27","44","25","40","88","85","335","114","293","99","165","89","128","62","66","40","62","71","42","63","1500000US240317015034","Block Group 4, Census Tract 7015.03, Montgomery County, Maryland"
"973","178","161","122","0","12","0","12","0","12","0","12","0","12","161","122","812","180","555","196","225","115","330","155","92","113","238","103","257","101","1500000US240317015051","Block Group 1, Census Tract 7015.05, Montgomery County, Maryland"
"502","120","332","107","246","94","176","71","70","75","58","73","12","19","86","61","170","73","170","73","125","84","45","45","45","45","0","12","0","12","1500000US240317015052","Block Group 2, Census Tract 7015.05, Montgomery County, Maryland"
"1045","152","634","133","466","122","366","107","100","91","32","44","68","78","168","98","411","127","384","131","250","92","134","109","71","86","63","58","27","33","1500000US240317015053","Block Group 3, Census Tract 7015.05, Montgomery County, Maryland"
"565","88","344","80","289","81","239","84","50","36","5","8","45","35","55","36","221","66","189","65","176","64","13","19","0","12","13","19","32","25","1500000US240317015061","Block Group 1, Census Tract 7015.06, Montgomery County, Maryland"
"901","101","527","94","331","93","233","68","98","84","7","13","91","78","196","69","374","86","343","85","293","82","50","42","26","30","24","29","31","25","1500000US240317015062","Block Group 2, Census Tract 7015.06, Montgomery County, Maryland"
"260","63","139","42","105","38","99","38","6","9","6","9","0","12","34","26","121","64","111","61","81","55","30","27","6","10","24","27","10","19","1500000US240317015063","Block Group 3, Census Tract 7015.06, Montgomery County, Maryland"
"755","71","406","75","301","74","290","72","11","18","0","12","11","18","105","47","349","77","273","84","172","79","101","46","26","25","75","49","76","50","1500000US240317015071","Block Group 1, Census Tract 7015.07, Montgomery County, Maryland"
"400","72","265","74","223","79","181","70","42","53","42","53","0","12","42","30","135","51","122","48","115","46","7","12","0","12","7","12","13","16","1500000US240317015072","Block Group 2, Census Tract 7015.07, Montgomery County, Maryland"
"625","78","476","85","297","80","278","78","19","22","0","12","19","22","179","74","149","45","123","42","123","42","0","12","0","12","0","12","26","29","1500000US240317015073","Block Group 3, Census Tract 7015.07, Montgomery County, Maryland"
"408","91","60","50","33","44","7","11","26","42","0","12","26","42","27","25","348","91","184","71","146","65","38","37","11","17","27","33","164","77","1500000US240317015081","Block Group 1, Census Tract 7015.08, Montgomery County, Maryland"
"233","63","58","47","49","44","35","41","14","17","8","12","6","10","9","14","175","52","87","41","48","29","39","37","0","12","39","37","88","50","1500000US240317015082","Block Group 2, Census Tract 7015.08, Montgomery County, Maryland"
"861","108","235","64","116","50","58","40","58","40","23","33","35","28","119","48","626","114","328","105","146","86","182","80","24","38","158","72","298","93","1500000US240317015083","Block Group 3, Census Tract 7015.08, Montgomery County, Maryland"
"458","91","221","75","138","60","138","60","0","12","0","12","0","12","83","75","237","88","211","82","165","73","46","51","12","19","34","48","26","31","1500000US240317015091","Block Group 1, Census Tract 7015.09, Montgomery County, Maryland"
"392","128","135","87","55","68","0","12","55","68","40","62","15","25","80","69","257","116","230","113","91","84","139","99","0","12","139","99","27","30","1500000US240317015092","Block Group 2, Census Tract 7015.09, Montgomery County, Maryland"
"526","136","106","75","75","68","49","55","26","43","0","12","26","43","31","35","420","139","295","112","118","67","177","90","45","64","132","86","125","103","1500000US240317015093","Block Group 3, Census Tract 7015.09, Montgomery County, Maryland"
"883","161","317","147","208","130","80","109","128","116","83","109","45","42","109","89","566","176","511","174","263","115","248","135","0","12","248","135","55","54","1500000US240317015094","Block Group 4, Census Tract 7015.09, Montgomery County, Maryland"
"776","31","157","40","118","40","81","36","37","26","10","13","27","27","39","22","619","39","350","74","193","72","157","66","30","22","127","62","269","72","1500000US240317016011","Block Group 1, Census Tract 7016.01, Montgomery County, Maryland"
"428","110","107","53","107","53","47","42","60","41","8","13","52","39","0","12","321","107","314","108","161","72","153","94","37","47","116","80","7","11","1500000US240317016021","Block Group 1, Census Tract 7016.02, Montgomery County, Maryland"
"608","106","133","78","67","63","18","20","49","62","0","12","49","62","66","50","475","108","392","118","300","119","92","74","21","27","71","68","83","63","1500000US240317016022","Block Group 2, Census Tract 7016.02, Montgomery County, Maryland"
"223","56","115","46","54","32","39","30","15","18","6","9","9","15","61","37","108","43","76","36","68","35","8","13","0","12","8","13","32","29","1500000US240317016023","Block Group 3, Census Tract 7016.02, Montgomery County, Maryland"
"481","86","189","82","171","84","104","75","67","42","12","18","55","38","18","20","292","100","282","100","232","94","50","52","41","49","9","15","10","16","1500000US240317016024","Block Group 4, Census Tract 7016.02, Montgomery County, Maryland"
"375","79","243","85","61","33","61","33","0","12","0","12","0","12","182","78","132","48","98","39","70","33","28","25","7","10","21","22","34","33","1500000US240317017011","Block Group 1, Census Tract 7017.01, Montgomery County, Maryland"
"711","106","110","46","83","39","67","36","16","17","0","12","16","17","27","25","601","112","411","112","260","81","151","90","96","77","55","51","190","67","1500000US240317017012","Block Group 2, Census Tract 7017.01, Montgomery County, Maryland"
"349","49","151","44","100","39","100","39","0","12","0","12","0","12","51","32","198","50","157","48","140","51","17","17","0","12","17","17","41","28","1500000US240317017013","Block Group 3, Census Tract 7017.01, Montgomery County, Maryland"
"991","64","211","50","129","44","55","37","74","35","12","14","62","34","82","33","780","73","423","76","287","66","136","53","25","25","111","49","357","74","1500000US240317017021","Block Group 1, Census Tract 7017.02, Montgomery County, Maryland"
"368","56","177","58","176","58","167","58","9","12","0","12","9","12","1","8","191","77","177","77","107","62","70","58","49","55","21","19","14","16","1500000US240317017031","Block Group 1, Census Tract 7017.03, Montgomery County, Maryland"
"342","83","89","39","64","30","39","27","25","23","8","13","17","20","25","23","253","85","124","45","117","44","7","10","0","12","7","10","129","81","1500000US240317017032","Block Group 2, Census Tract 7017.03, Montgomery County, Maryland"
"534","89","95","47","79","46","67","47","12","19","12","19","0","12","16","18","439","90","221","91","149","72","72","70","33","53","39","49","218","82","1500000US240317017033","Block Group 3, Census Tract 7017.03, Montgomery County, Maryland"
"630","81","166","64","84","40","52","34","32","26","0","12","32","26","82","51","464","87","329","95","176","55","153","86","14","21","139","82","135","91","1500000US240317017041","Block Group 1, Census Tract 7017.04, Montgomery County, Maryland"
"449","69","207","53","152","47","118","48","34","29","0","12","34","29","55","35","242","68","208","61","160","54","48","39","22","33","26","24","34","29","1500000US240317017042","Block Group 2, Census Tract 7017.04, Montgomery County, Maryland"
"844","125","281","70","118","54","67","38","51","41","11","17","40","36","163","56","563","140","351","96","134","50","217","87","54","60","163","67","212","106","1500000US240317018001","Block Group 1, Census Tract 7018, Montgomery County, Maryland"
"397","103","133","63","124","63","70","43","54","50","26","43","28","28","9","13","264","90","175","61","110","50","65","48","18","22","47","43","89","71","1500000US240317018002","Block Group 2, Census Tract 7018, Montgomery County, Maryland"
"349","83","227","93","146","67","138","63","8","13","0","12","8","13","81","55","122","47","118","48","98","44","20","22","0","12","20","22","4","7","1500000US240317018003","Block Group 3, Census Tract 7018, Montgomery County, Maryland"
"303","46","153","49","120","51","98","51","22","22","8","13","14","17","33","27","150","47","122","45","113","42","9","14","9","14","0","12","28","25","1500000US240317018004","Block Group 4, Census Tract 7018, Montgomery County, Maryland"
"514","101","50","33","17","21","17","21","0","12","0","12","0","12","33","31","464","107","263","66","219","66","44","43","44","43","0","12","201","98","1500000US240317019001","Block Group 1, Census Tract 7019, Montgomery County, Maryland"
"352","79","33","36","33","36","33","36","0","12","0","12","0","12","0","12","319","77","101","57","90","53","11","19","0","12","11","19","218","70","1500000US240317019002","Block Group 2, Census Tract 7019, Montgomery County, Maryland"
"337","82","74","38","48","33","44","29","4","12","0","12","4","12","26","26","263","86","64","51","48","38","16","26","0","12","16","26","199","77","1500000US240317019003","Block Group 3, Census Tract 7019, Montgomery County, Maryland"
"487","101","185","67","93","62","45","52","48","32","23","26","25","24","92","57","302","93","267","81","64","50","203","83","89","64","114","68","35","48","1500000US240317020001","Block Group 1, Census Tract 7020, Montgomery County, Maryland"
"417","84","138","62","101","52","28","26","73","50","40","38","33","31","37","34","279","87","236","80","210","79","26","27","10","15","16","24","43","41","1500000US240317020002","Block Group 2, Census Tract 7020, Montgomery County, Maryland"
"546","110","91","49","62","36","29","20","33","25","14","12","19","21","29","33","455","111","391","108","197","93","194","83","72","49","122","66","64","62","1500000US240317020003","Block Group 3, Census Tract 7020, Montgomery County, Maryland"
"664","82","93","54","42","44","9","15","33","41","0","12","33","41","51","34","571","99","489","111","193","85","296","112","180","99","116","79","82","61","1500000US240317021011","Block Group 1, Census Tract 7021.01, Montgomery County, Maryland"
"352","70","232","67","171","65","99","63","72","34","12","16","60","31","61","32","120","71","111","70","104","69","7","12","0","12","7","12","9","13","1500000US240317021012","Block Group 2, Census Tract 7021.01, Montgomery County, Maryland"
"382","88","174","65","141","60","115","57","26","23","18","20","8","13","33","26","208","70","201","69","151","56","50","55","35","53","15","13","7","12","1500000US240317021013","Block Group 3, Census Tract 7021.01, Montgomery County, Maryland"
"459","95","231","82","166","77","117","65","49","42","10","15","39","39","65","42","228","92","178","80","133","80","45","30","26","21","19","21","50","52","1500000US240317021014","Block Group 4, Census Tract 7021.01, Montgomery County, Maryland"
"430","48","194","51","153","51","153","51","0","12","0","12","0","12","41","28","236","53","193","52","140","48","53","40","20","33","33","23","43","30","1500000US240317021021","Block Group 1, Census Tract 7021.02, Montgomery County, Maryland"
"357","47","140","47","92","39","83","40","9","13","0","12","9","13","48","37","217","53","175","52","158","49","17","19","0","12","17","19","42","27","1500000US240317021022","Block Group 2, Census Tract 7021.02, Montgomery County, Maryland"
"319","55","88","37","52","32","52","32","0","12","0","12","0","12","36","26","231","56","222","54","192","50","30","27","0","12","30","27","9","15","1500000US240317021023","Block Group 3, Census Tract 7021.02, Montgomery County, Maryland"
"521","77","178","72","145","71","86","42","59","57","0","12","59","57","33","28","343","74","276","72","221","64","55","49","26","40","29","31","67","53","1500000US240317022001","Block Group 1, Census Tract 7022, Montgomery County, Maryland"
"279","54","122","46","62","34","54","34","8","14","8","14","0","12","60","40","157","53","149","54","142","54","7","11","0","12","7","11","8","12","1500000US240317022002","Block Group 2, Census Tract 7022, Montgomery County, Maryland"
"421","68","121","44","112","45","112","45","0","12","0","12","0","12","9","14","300","72","267","71","249","72","18","20","0","12","18","20","33","27","1500000US240317022003","Block Group 3, Census Tract 7022, Montgomery County, Maryland"
"272","60","105","42","55","29","50","32","5","10","5","10","0","12","50","34","167","65","135","61","103","55","32","30","7","11","25","28","32","26","1500000US240317022004","Block Group 4, Census Tract 7022, Montgomery County, Maryland"
"969","99","300","68","134","56","42","28","92","55","30","27","62","56","166","61","669","109","375","114","249","92","126","80","0","12","126","80","294","100","1500000US240317023011","Block Group 1, Census Tract 7023.01, Montgomery County, Maryland"
"422","95","70","62","64","62","30","25","34","55","34","55","0","12","6","10","352","84","269","82","215","76","54","54","48","53","6","10","83","56","1500000US240317023012","Block Group 2, Census Tract 7023.01, Montgomery County, Maryland"
"353","65","62","34","27","23","27","23","0","12","0","12","0","12","35","28","291","63","174","60","144","54","30","29","0","12","30","29","117","65","1500000US240317023021","Block Group 1, Census Tract 7023.02, Montgomery County, Maryland"
"317","52","146","52","113","49","101","44","12","19","0","12","12","19","33","26","171","53","138","49","126","47","12","18","12","18","0","12","33","29","1500000US240317023022","Block Group 2, Census Tract 7023.02, Montgomery County, Maryland"
"882","90","359","79","160","66","83","40","77","59","21","31","56","48","199","78","523","85","394","82","186","87","208","75","0","12","208","75","129","73","1500000US240317023023","Block Group 3, Census Tract 7023.02, Montgomery County, Maryland"
"307","37","118","33","76","27","76","27","0","12","0","12","0","12","42","21","189","37","162","42","143","37","19","23","0","12","19","23","27","16","1500000US240317024011","Block Group 1, Census Tract 7024.01, Montgomery County, Maryland"
"622","44","279","47","210","49","160","37","50","34","12","14","38","32","69","37","343","52","277","50","214","44","63","36","28","21","35","28","66","36","1500000US240317024012","Block Group 2, Census Tract 7024.01, Montgomery County, Maryland"
"519","134","121","74","113","73","95","70","18","28","18","28","0","12","8","14","398","132","275","138","207","99","68","98","68","98","0","12","123","67","1500000US240317024021","Block Group 1, Census Tract 7024.02, Montgomery County, Maryland"
"656","131","128","68","39","39","39","39","0","12","0","12","0","12","89","55","528","145","260","134","181","111","79","86","53","82","26","30","268","111","1500000US240317024022","Block Group 2, Census Tract 7024.02, Montgomery County, Maryland"
"787","152","316","119","228","104","182","99","46","40","0","12","46","40","88","87","471","122","346","117","293","111","53","44","0","12","53","44","125","96","1500000US240317024023","Block Group 3, Census Tract 7024.02, Montgomery County, Maryland"
