"B14007_001E","B14007_001M","B14007_002E","B14007_002M","B14007_003E","B14007_003M","B14007_004E","B14007_004M","B14007_005E","B14007_005M","B14007_006E","B14007_006M","B14007_007E","B14007_007M","B14007_008E","B14007_008M","B14007_009E","B14007_009M","B14007_010E","B14007_010M","B14007_011E","B14007_011M","B14007_012E","B14007_012M","B14007_013E","B14007_013M","B14007_014E","B14007_014M","B14007_015E","B14007_015M","B14007_016E","B14007_016M","B14007_017E","B14007_017M","B14007_018E","B14007_018M","B14007_019E","B14007_019M","GEO_ID","NAME"
"999","163","241","68","6","9","0","13","14","12","4","7","9","10","21","16","42","20","17","16","37","27","16","14","9","9","31","18","4","6","1","4","8","12","22","20","758","113","1500000US240054904001","Block Group 1, Census Tract 4904, Baltimore County, Maryland"
"834","317","242","128","0","13","15","19","9","11","5","8","0","13","27","26","12","17","6","9","12","13","0","13","15","19","12","18","11","11","17","18","101","101","0","13","592","198","1500000US240054904002","Block Group 2, Census Tract 4904, Baltimore County, Maryland"
"858","166","286","107","0","13","43","36","0","13","19","27","0","13","34","37","7","12","33","38","0","13","30","32","30","28","0","13","31","25","9","14","20","26","30","36","572","117","1500000US240054905001","Block Group 1, Census Tract 4905, Baltimore County, Maryland"
"1502","260","406","147","22","21","21","27","10","16","8","14","23","26","27","25","7","11","38","28","19","19","44","39","17","19","18","29","22","27","32","36","48","44","50","43","1096","182","1500000US240054905002","Block Group 2, Census Tract 4905, Baltimore County, Maryland"
"1124","211","216","101","8","14","29","29","29","35","21","25","0","13","17","27","0","13","0","13","0","13","10","17","8","14","15","17","12","20","31","24","24","21","12","19","908","158","1500000US240054905003","Block Group 3, Census Tract 4905, Baltimore County, Maryland"
"1193","259","344","84","38","23","18","17","25","18","7","10","13","13","35","19","39","32","6","9","36","25","0","13","29","18","30","28","14","14","5","8","18","20","31","21","849","261","1500000US240054906011","Block Group 1, Census Tract 4906.01, Baltimore County, Maryland"
"893","159","212","59","34","25","6","9","4","6","5","8","10","11","10","10","0","13","12","13","5","8","10","11","20","17","0","13","31","33","25","22","35","30","5","6","681","139","1500000US240054906012","Block Group 2, Census Tract 4906.01, Baltimore County, Maryland"
"1088","270","304","98","24","25","0","13","0","13","23","25","12","18","0","13","10","16","19","20","37","31","11","16","9","15","0","13","39","33","8","12","105","73","7","11","784","235","1500000US240054906021","Block Group 1, Census Tract 4906.02, Baltimore County, Maryland"
"1799","259","546","125","36","36","51","39","68","49","41","36","22","23","12","19","32","28","26","28","0","13","36","28","14","21","0","13","0","13","10","14","151","82","47","31","1253","214","1500000US240054906022","Block Group 2, Census Tract 4906.02, Baltimore County, Maryland"
"1488","208","489","138","43","22","52","44","30","21","15","14","31","20","22","16","10","10","8","9","30","21","42","30","17","15","7","7","0","13","33","27","92","63","57","70","999","125","1500000US240054906031","Block Group 1, Census Tract 4906.03, Baltimore County, Maryland"
"818","198","195","101","5","7","36","55","11","11","6","7","1","3","46","37","0","13","10","9","7","10","16","22","6","6","15","16","17","23","9","20","10","13","0","13","623","131","1500000US240054906032","Block Group 2, Census Tract 4906.03, Baltimore County, Maryland"
"2894","407","2764","391","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","14","30","13","28","8","17","0","13","27","42","0","13","2675","390","27","28","130","74","1500000US240054906051","Block Group 1, Census Tract 4906.05, Baltimore County, Maryland"
"2040","211","2040","211","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","2040","211","0","13","0","13","1500000US240054906052","Block Group 2, Census Tract 4906.05, Baltimore County, Maryland"
"1595","174","277","76","27","15","11","11","10","13","5","8","25","18","27","17","18","16","6","9","11","13","6","9","16","18","7","10","18","17","26","26","30","30","34","29","1318","179","1500000US240054907011","Block Group 1, Census Tract 4907.01, Baltimore County, Maryland"
"1698","314","392","154","42","48","25","33","0","13","26","30","35","37","41","52","14","20","29","46","20","20","12","19","7","11","0","13","32","30","0","13","75","68","34","34","1306","221","1500000US240054907031","Block Group 1, Census Tract 4907.03, Baltimore County, Maryland"
"1156","276","244","93","0","13","0","13","42","51","11","17","10","16","16","17","9","16","26","22","23","26","12","19","13","22","15","24","0","13","22","26","23","25","22","27","912","247","1500000US240054907032","Block Group 2, Census Tract 4907.03, Baltimore County, Maryland"
"955","231","232","92","28","26","7","11","8","12","18","19","18","21","14","16","0","13","7","10","0","13","6","10","0","13","0","13","29","47","27","42","70","54","0","13","723","178","1500000US240054908001","Block Group 1, Census Tract 4908, Baltimore County, Maryland"
"2178","395","1021","271","18","28","23","23","43","66","46","33","19","21","42","30","68","56","41","30","22","22","40","30","42","46","9","13","62","44","30","29","505","242","11","17","1157","202","1500000US240054908002","Block Group 2, Census Tract 4908, Baltimore County, Maryland"
"298","129","27","31","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","27","31","271","123","1500000US240054909001","Block Group 1, Census Tract 4909, Baltimore County, Maryland"
"1211","321","274","239","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","67","105","0","13","143","220","64","72","937","249","1500000US240054909002","Block Group 2, Census Tract 4909, Baltimore County, Maryland"
"2445","596","715","368","12","23","0","13","68","70","0","13","10","17","15","27","10","16","5","10","13","21","0","13","2","13","80","95","9","18","7","14","386","283","98","133","1730","510","1500000US240054909003","Block Group 3, Census Tract 4909, Baltimore County, Maryland"
"909","160","260","79","6","9","22","22","11","11","5","8","11","11","16","14","24","20","6","8","19","16","22","21","8","10","23","24","32","26","36","22","16","13","3","5","649","109","1500000US240054910001","Block Group 1, Census Tract 4910, Baltimore County, Maryland"
"1316","271","486","160","55","27","37","24","58","62","59","64","32","23","11","12","36","25","13","14","27","22","16","18","25","21","12","12","25","24","11","14","36","24","33","19","830","129","1500000US240054910002","Block Group 2, Census Tract 4910, Baltimore County, Maryland"
"1123","342","414","185","3","9","0","13","21","21","11","18","7","10","0","13","21","19","28","34","24","32","15","14","0","13","19","24","0","13","34","31","202","149","29","34","709","242","1500000US240054911001","Block Group 1, Census Tract 4911, Baltimore County, Maryland"
"1289","295","416","111","31","26","0","13","26","26","34","32","15","19","29","26","0","13","51","47","37","33","10","16","29","43","38","48","12","18","12","19","60","53","32","27","873","225","1500000US240054911002","Block Group 2, Census Tract 4911, Baltimore County, Maryland"
"1157","234","404","110","10","17","22","31","0","13","21","29","12","14","15","15","33","30","21","15","27","19","44","35","22","25","59","34","0","13","25","27","80","50","13","15","753","164","1500000US240054911003","Block Group 3, Census Tract 4911, Baltimore County, Maryland"
"1111","212","298","113","18","18","28","24","28","41","2","6","8","10","33","24","4","7","4","7","0","13","0","13","15","24","2","5","3","5","0","13","142","85","11","12","813","148","1500000US240054912011","Block Group 1, Census Tract 4912.01, Baltimore County, Maryland"
"609","199","116","51","0","13","3","5","0","13","6","8","6","10","0","13","2","5","0","13","29","34","11","15","0","13","0","13","13","17","0","13","33","27","13","14","493","163","1500000US240054912012","Block Group 2, Census Tract 4912.01, Baltimore County, Maryland"
"1120","222","266","87","17","17","18","14","12","14","4","6","17","18","0","13","12","17","0","13","31","28","12","18","0","13","7","12","0","13","31","43","71","35","34","23","854","173","1500000US240054912021","Block Group 1, Census Tract 4912.02, Baltimore County, Maryland"
"567","132","153","69","12","13","4","10","5","8","5","8","13","19","0","13","3","5","3","5","0","13","15","14","7","8","14","13","0","13","4","6","38","23","30","48","414","86","1500000US240054912022","Block Group 2, Census Tract 4912.02, Baltimore County, Maryland"
"1701","354","337","92","22","29","33","30","0","13","0","13","12","18","33","35","0","13","56","37","0","13","0","13","37","30","36","37","17","28","0","13","61","49","30","45","1364","320","1500000US240054913001","Block Group 1, Census Tract 4913, Baltimore County, Maryland"
"1751","442","665","208","0","13","0","13","0","13","66","80","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","24","34","8","16","459","191","108","96","1086","367","1500000US240054913002","Block Group 2, Census Tract 4913, Baltimore County, Maryland"
"805","343","232","185","76","80","0","13","0","13","0","13","0","13","0","13","0","13","56","87","24","40","0","13","0","13","48","78","0","13","28","38","0","13","0","13","573","224","1500000US240054914011","Block Group 1, Census Tract 4914.01, Baltimore County, Maryland"
"1990","799","570","304","204","297","57","88","61","74","0","13","35","43","0","13","59","86","0","13","0","13","23","39","0","13","0","13","0","13","14","23","79","93","38","60","1420","543","1500000US240054914012","Block Group 2, Census Tract 4914.01, Baltimore County, Maryland"
"2333","571","787","341","89","99","58","90","27","43","87","98","0","13","0","13","92","107","0","13","0","13","45","71","30","50","50","81","0","13","0","13","274","201","35","56","1546","441","1500000US240054914013","Block Group 3, Census Tract 4914.01, Baltimore County, Maryland"
"1532","357","245","147","35","46","9","15","5","8","0","13","17","19","13","20","30","46","16","18","20","24","0","13","0","13","13","22","0","13","40","61","38","46","9","14","1287","343","1500000US240054914021","Block Group 1, Census Tract 4914.02, Baltimore County, Maryland"
"1271","331","337","165","0","13","0","13","27","41","28","42","0","13","0","13","4","7","0","13","21","23","8","15","11","17","10","17","24","27","0","13","169","126","35","34","934","230","1500000US240054914022","Block Group 2, Census Tract 4914.02, Baltimore County, Maryland"
"1045","318","192","82","0","13","0","13","0","13","0","13","35","48","34","47","28","38","0","13","0","13","0","13","28","38","0","13","0","13","9","15","7","12","51","53","853","276","1500000US240054915001","Block Group 1, Census Tract 4915, Baltimore County, Maryland"
"1097","276","168","112","0","13","28","23","11","16","7","13","0","13","6","9","7","13","0","13","0","13","0","13","9","15","0","13","0","13","25","36","68","99","7","13","929","246","1500000US240054915002","Block Group 2, Census Tract 4915, Baltimore County, Maryland"
"1554","382","412","202","57","44","0","13","6","12","0","13","0","13","0","13","0","13","0","13","0","13","27","40","0","13","0","13","0","13","46","53","245","176","31","49","1142","286","1500000US240054915003","Block Group 3, Census Tract 4915, Baltimore County, Maryland"
"686","334","175","157","27","39","0","13","45","49","35","50","0","13","0","13","0","13","17","25","15","23","0","13","12","20","12","20","12","20","0","13","0","13","0","13","511","218","1500000US240054916001","Block Group 1, Census Tract 4916, Baltimore County, Maryland"
"1487","520","350","233","0","13","0","13","13","20","69","62","20","30","70","107","33","47","0","13","32","49","9","15","0","13","10","16","13","22","63","62","0","13","18","28","1137","396","1500000US240054916002","Block Group 2, Census Tract 4916, Baltimore County, Maryland"
"1027","269","389","114","49","47","81","69","31","48","0","13","0","13","69","61","28","45","6","10","0","13","21","31","39","42","15","22","14","24","0","13","21","27","15","27","638","183","1500000US240054916003","Block Group 3, Census Tract 4916, Baltimore County, Maryland"
"996","342","317","201","13","21","0","13","41","64","10","16","0","13","0","13","0","13","38","59","0","13","0","13","11","16","22","30","28","31","0","13","106","81","48","44","679","178","1500000US240054917011","Block Group 1, Census Tract 4917.01, Baltimore County, Maryland"
"1455","364","379","145","12","19","9","13","0","13","28","29","0","13","24","25","24","26","67","65","22","23","11","16","12","19","11","18","0","13","0","13","97","75","62","49","1076","290","1500000US240054917012","Block Group 2, Census Tract 4917.01, Baltimore County, Maryland"
"1312","317","303","122","26","37","5","9","26","30","30","30","15","18","8","12","10","15","0","13","13","22","9","18","21","30","8","18","9","18","13","20","64","63","46","62","1009","233","1500000US240054917013","Block Group 3, Census Tract 4917.01, Baltimore County, Maryland"
"956","212","198","84","13","15","23","22","22","35","0","13","0","13","32","30","0","13","18","12","31","29","0","13","15","24","24","20","0","13","10","16","10","16","0","13","758","156","1500000US240054919001","Block Group 1, Census Tract 4919, Baltimore County, Maryland"
"756","194","122","68","8","12","5","8","8","13","0","13","7","11","0","13","14","15","16","17","0","13","0","13","0","13","24","27","8","11","0","13","19","21","13","15","634","164","1500000US240054919002","Block Group 2, Census Tract 4919, Baltimore County, Maryland"
"600","114","172","68","16","20","13","16","0","13","9","13","0","13","11","17","0","13","0","13","21","20","17","20","0","13","8","12","13","15","9","13","41","25","14","14","428","83","1500000US240054920011","Block Group 1, Census Tract 4920.01, Baltimore County, Maryland"
"499","129","72","51","0","13","11","17","0","13","9","13","0","13","7","10","0","13","0","13","8","12","0","13","0","13","0","13","7","12","0","13","30","34","0","13","427","104","1500000US240054920012","Block Group 2, Census Tract 4920.01, Baltimore County, Maryland"
"541","176","117","78","10","18","0","13","0","13","26","26","18","21","0","13","11","17","7","11","0","13","0","13","0","13","0","13","19","24","9","15","17","35","0","13","424","118","1500000US240054920021","Block Group 1, Census Tract 4920.02, Baltimore County, Maryland"
"883","176","242","123","107","95","13","21","0","13","17","21","20","22","0","13","0","13","7","12","0","13","8","14","0","13","11","20","12","19","7","11","40","46","0","13","641","110","1500000US240054920022","Block Group 2, Census Tract 4920.02, Baltimore County, Maryland"
"1029","327","255","99","9","13","0","13","0","13","0","13","0","13","8","16","0","13","15","23","0","13","9","16","16","21","32","45","26","30","0","13","121","76","19","29","774","292","1500000US240054920023","Block Group 3, Census Tract 4920.02, Baltimore County, Maryland"
"1122","399","351","210","82","101","0","13","10","15","18","23","54","83","7","11","28","26","6","9","16","20","14","19","10","16","23","22","7","10","0","13","63","52","13","16","771","204","1500000US240054920024","Block Group 4, Census Tract 4920.02, Baltimore County, Maryland"
"941","440","271","149","58","41","39","31","16","23","0","13","48","32","40","31","10","17","4","11","0","13","0","13","0","13","0","13","0","13","0","13","56","76","0","13","670","378","1500000US240054921011","Block Group 1, Census Tract 4921.01, Baltimore County, Maryland"
"972","281","143","116","0","13","8","11","0","13","0","13","11","17","0","13","0","13","28","44","0","13","0","13","0","13","0","13","0","13","46","58","50","61","0","13","829","244","1500000US240054921012","Block Group 2, Census Tract 4921.01, Baltimore County, Maryland"
"805","279","237","143","10","15","32","33","0","13","9","19","19","29","0","13","24","26","29","38","0","13","9","19","6","9","26","37","6","10","25","29","31","35","11","18","568","162","1500000US240054921013","Block Group 3, Census Tract 4921.01, Baltimore County, Maryland"
"910","276","170","105","0","13","0","13","0","13","0","13","15","22","36","44","8","14","0","13","8","14","0","13","36","44","0","13","0","13","5","15","53","65","9","16","740","224","1500000US240054921014","Block Group 4, Census Tract 4921.01, Baltimore County, Maryland"
"694","151","141","65","0","13","4","6","0","13","0","13","20","19","2","6","0","13","2","6","0","13","17","22","13","18","3","6","6","10","21","22","22","22","31","24","553","122","1500000US240054921021","Block Group 1, Census Tract 4921.02, Baltimore County, Maryland"
"1182","391","257","195","10","20","0","13","20","26","4","10","6","14","2","5","0","13","2","5","7","10","19","26","0","13","22","31","13","15","63","83","82","92","7","11","925","223","1500000US240054921022","Block Group 2, Census Tract 4921.02, Baltimore County, Maryland"
"1093","277","177","118","0","13","0","13","10","17","0","13","20","23","0","13","0","13","0","13","0","13","0","13","0","13","21","34","0","13","22","25","55","59","49","78","916","218","1500000US240054922001","Block Group 1, Census Tract 4922, Baltimore County, Maryland"
"2453","609","547","238","10","19","0","13","32","48","0","13","10","19","15","30","0","13","21","33","55","61","31","31","39","53","102","83","41","48","22","35","163","115","6","14","1906","556","1500000US240054922002","Block Group 2, Census Tract 4922, Baltimore County, Maryland"
"1026","412","174","129","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","30","47","21","19","0","13","65","66","47","57","11","19","0","13","852","313","1500000US240054922003","Block Group 3, Census Tract 4922, Baltimore County, Maryland"
"1639","422","359","206","21","33","15","17","24","35","7","12","24","36","0","13","0","13","40","42","29","26","0","13","88","68","6","9","0","13","46","54","59","40","0","13","1280","321","1500000US240054923001","Block Group 1, Census Tract 4923, Baltimore County, Maryland"
"1468","352","286","156","0","13","13","19","22","32","17","30","31","39","31","39","49","43","45","46","0","13","35","36","20","29","18","27","0","13","5","8","0","13","0","13","1182","288","1500000US240054923002","Block Group 2, Census Tract 4923, Baltimore County, Maryland"
"726","246","183","97","16","18","0","13","15","17","14","19","8","13","8","14","10","15","0","13","22","25","7","14","3","7","30","32","0","13","11","17","25","26","14","16","543","177","1500000US240054923003","Block Group 3, Census Tract 4923, Baltimore County, Maryland"
"1601","411","305","114","25","23","0","13","0","13","20","22","6","17","48","47","0","13","25","24","23","27","22","36","10","16","20","27","0","13","31","34","75","71","0","13","1296","346","1500000US240054924011","Block Group 1, Census Tract 4924.01, Baltimore County, Maryland"
"2353","485","667","174","17","25","16","24","0","13","30","30","51","46","81","54","33","32","78","80","34","24","53","53","23","22","9","15","22","28","36","51","155","110","29","25","1686","368","1500000US240054924012","Block Group 2, Census Tract 4924.01, Baltimore County, Maryland"
"999","311","182","136","20","33","0","13","86","113","0","13","0","13","0","13","23","36","0","13","0","13","16","28","0","13","0","13","19","30","0","13","0","13","18","29","817","221","1500000US240054924021","Block Group 1, Census Tract 4924.02, Baltimore County, Maryland"
"2327","634","443","227","85","108","0","13","0","13","0","13","14","22","0","13","98","116","0","13","70","107","0","13","27","44","8","14","0","13","50","79","67","73","24","37","1884","610","1500000US240054924022","Block Group 2, Census Tract 4924.02, Baltimore County, Maryland"
"1037","515","402","311","9","16","30","45","0","13","0","13","0","13","0","13","0","13","0","13","50","85","0","13","0","13","0","13","108","132","0","13","183","155","22","36","635","316","1500000US240054924023","Block Group 3, Census Tract 4924.02, Baltimore County, Maryland"
"1412","374","178","119","17","27","0","13","0","13","0","13","0","13","0","13","0","13","0","13","29","46","27","41","30","46","19","30","0","13","0","13","43","51","13","21","1234","349","1500000US240054924024","Block Group 4, Census Tract 4924.02, Baltimore County, Maryland"
"2865","434","2849","434","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","3","6","0","13","0","13","4","6","0","13","4","6","2816","438","22","25","16","12","1500000US240054925001","Block Group 1, Census Tract 4925, Baltimore County, Maryland"
"234","291","7","11","3","6","0","13","0","13","0","13","0","13","0","13","4","5","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","227","290","1500000US240054925002","Block Group 2, Census Tract 4925, Baltimore County, Maryland"
"83","28","83","28","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","7","14","7","15","56","37","6","15","7","15","0","13","0","13","0","13","0","13","1500000US240054926001","Block Group 1, Census Tract 4926, Baltimore County, Maryland"
"1297","354","318","140","26","23","0","13","26","29","23","25","13","15","11","14","21","22","5","8","0","13","5","8","28","33","79","91","6","10","6","11","46","35","23","28","979","301","1500000US240054926002","Block Group 2, Census Tract 4926, Baltimore County, Maryland"
"1959","286","449","159","74","51","22","26","7","13","8","12","40","52","25","29","24","27","14","27","0","13","36","52","29","39","11","15","0","13","18","20","117","74","24","26","1510","218","1500000US240054926003","Block Group 3, Census Tract 4926, Baltimore County, Maryland"
"0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","1500000US240054927001","Block Group 1, Census Tract 4927, Baltimore County, Maryland"
"1012","555","85","49","0","13","0","13","25","30","21","31","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","39","35","0","13","927","541","1500000US240054927002","Block Group 2, Census Tract 4927, Baltimore County, Maryland"
"957","342","192","122","0","13","29","42","0","13","0","13","0","13","0","13","18","30","28","40","0","13","0","13","0","13","42","26","20","32","17","29","15","19","23","35","765","252","1500000US240054927003","Block Group 3, Census Tract 4927, Baltimore County, Maryland"
"1101","287","212","119","24","36","57","58","10","17","0","13","40","50","0","13","10","15","10","16","0","13","29","27","0","13","0","13","12","18","0","13","20","23","0","13","889","235","1500000US240054927004","Block Group 4, Census Tract 4927, Baltimore County, Maryland"
"0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","1500000US240059801001","Block Group 1, Census Tract 9801, Baltimore County, Maryland"
"0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","1500000US240059802001","Block Group 1, Census Tract 9802, Baltimore County, Maryland"
"1840","294","453","185","23","23","45","52","20","25","4","7","15","17","10","15","75","60","0","13","18","19","14","17","43","32","36","34","22","19","80","66","33","30","15","18","1387","207","1500000US240098601031","Block Group 1, Census Tract 8601.03, Calvert County, Maryland"
"1149","802","479","485","0","13","88","106","0","13","0","13","88","106","5","9","0","13","5","9","90","103","0","13","144","180","0","13","25","29","0","13","23","21","11","17","670","334","1500000US240098601032","Block Group 2, Census Tract 8601.03, Calvert County, Maryland"
"3024","404","756","184","27","24","12","15","18","23","79","65","53","40","45","41","31","29","72","58","27","40","59","48","43","29","43","30","28","27","99","70","99","70","21","22","2268","286","1500000US240098601033","Block Group 3, Census Tract 8601.03, Calvert County, Maryland"
"1902","430","597","283","11","18","21","32","12","21","56","52","0","13","84","83","20","32","10","20","123","88","0","13","21","30","64","73","52","56","0","13","123","109","0","13","1305","245","1500000US240098602001","Block Group 1, Census Tract 8602, Calvert County, Maryland"
"4022","765","1011","302","75","76","19","30","0","13","46","43","49","45","64","57","90","69","51","52","19","30","25","33","69","50","69","57","14","23","47","45","334","173","40","45","3011","622","1500000US240098602002","Block Group 2, Census Tract 8602, Calvert County, Maryland"
"1580","349","317","133","18","33","52","51","0","13","18","28","0","13","18","28","0","13","4","7","17","19","36","36","26","24","44","44","22","25","29","27","33","33","0","13","1263","254","1500000US240098603001","Block Group 1, Census Tract 8603, Calvert County, Maryland"
"1541","513","394","226","14","21","6","11","34","31","78","108","20","22","14","16","0","13","11","18","6","10","14","18","107","115","17","19","0","13","32","27","25","27","16","22","1147","326","1500000US240098603002","Block Group 2, Census Tract 8603, Calvert County, Maryland"
"1108","334","198","114","56","54","0","13","0","13","9","13","17","13","12","17","6","10","11","16","6","10","0","13","9","14","7","11","0","13","30","46","35","43","0","13","910","292","1500000US240098603003","Block Group 3, Census Tract 8603, Calvert County, Maryland"
"3171","536","783","250","61","46","56","34","8","12","49","39","66","51","67","50","56","47","30","51","15","26","16","17","26","30","8","12","39","37","66","56","213","108","7","12","2388","387","1500000US240098604021","Block Group 1, Census Tract 8604.02, Calvert County, Maryland"
"560","187","167","76","8","15","0","13","8","13","9","15","13","18","7","13","15","14","18","19","14","16","31","21","8","13","10","15","0","13","9","14","0","13","17","27","393","144","1500000US240098604022","Block Group 2, Census Tract 8604.02, Calvert County, Maryland"
"2044","323","800","217","38","37","76","87","38","45","41","62","50","60","43","42","64","53","48","58","39","49","21","32","84","69","55","53","20","28","0","13","174","172","9","22","1244","231","1500000US240098604031","Block Group 1, Census Tract 8604.03, Calvert County, Maryland"
"1367","406","109","92","0","13","17","29","0","13","0","13","0","13","0","13","0","13","20","30","23","37","0","13","27","42","0","13","0","13","0","13","22","29","0","13","1258","403","1500000US240098604032","Block Group 2, Census Tract 8604.03, Calvert County, Maryland"
"2802","509","689","194","45","33","27","26","21","15","16","21","117","103","25","41","19","18","30","32","29","20","33","43","106","86","35","62","14","17","21","30","128","85","23","38","2113","392","1500000US240098604041","Block Group 1, Census Tract 8604.04, Calvert County, Maryland"
"797","241","183","112","7","13","8","13","7","11","18","22","4","7","11","15","13","20","0","13","10","11","28","34","0","13","11","18","5","7","32","40","25","30","4","6","614","164","1500000US240098604042","Block Group 2, Census Tract 8604.04, Calvert County, Maryland"
"3464","707","1134","426","104","87","80","54","77","84","72","44","22","26","69","50","8","14","16","21","19","22","170","106","17","16","162","103","86","65","49","53","103","74","80","80","2330","484","1500000US240098604043","Block Group 3, Census Tract 8604.04, Calvert County, Maryland"
"2846","533","850","261","41","44","28","36","17","29","14","18","26","43","141","83","18","26","48","52","64","51","20","29","26","37","14","23","104","75","19","30","228","139","42","45","1996","413","1500000US240098605011","Block Group 1, Census Tract 8605.01, Calvert County, Maryland"
"3765","627","1188","334","47","45","49","41","106","70","46","47","21","33","72","53","58","52","39","38","21","25","118","80","49","43","72","43","137","126","121","102","92","77","140","150","2577","471","1500000US240098605012","Block Group 2, Census Tract 8605.01, Calvert County, Maryland"
"3534","649","819","313","6","10","24","25","10","17","41","32","0","13","70","34","5","9","0","13","79","49","126","79","154","127","39","29","16","28","120","100","48","38","81","110","2715","452","1500000US240098605021","Block Group 1, Census Tract 8605.02, Calvert County, Maryland"
"2153","398","561","219","49","67","6","14","0","13","11","18","14","23","29","40","0","13","0","13","54","60","6","15","53","66","57","50","44","36","39","41","199","122","0","13","1592","262","1500000US240098606001","Block Group 1, Census Tract 8606, Calvert County, Maryland"
"2570","817","649","277","18","28","155","209","10","18","9","19","27","29","0","13","0","13","61","68","37","40","27","31","33","34","0","13","104","97","20","34","131","78","17","28","1921","582","1500000US240098606002","Block Group 2, Census Tract 8606, Calvert County, Maryland"
"1795","434","734","296","13","22","0","13","55","48","19","29","22","30","72","54","42","43","14","23","79","62","57","50","72","63","45","37","7","18","47","41","111","100","79","87","1061","262","1500000US240098606003","Block Group 3, Census Tract 8606, Calvert County, Maryland"
"3181","484","544","176","14","16","8","12","15","16","29","26","32","32","32","26","30","29","76","49","5","10","6","9","38","33","18","16","59","41","4","7","135","66","43","42","2637","427","1500000US240098607011","Block Group 1, Census Tract 8607.01, Calvert County, Maryland"
"2743","345","650","153","0","13","50","61","0","13","21","23","0","13","14","18","23","27","44","30","7","9","51","28","91","65","69","49","48","36","58","51","143","63","31","35","2093","297","1500000US240098607021","Block Group 1, Census Tract 8607.02, Calvert County, Maryland"
"3714","435","851","192","92","55","7","11","50","45","43","43","7","12","8","13","0","13","55","55","64","47","18","26","7","11","89","47","37","49","40","35","269","110","65","69","2863","391","1500000US240098607031","Block Group 1, Census Tract 8607.03, Calvert County, Maryland"
"2995","646","746","232","22","26","55","49","64","54","16","27","30","32","48","42","0","13","69","52","62","42","108","68","46","45","52","49","57","54","23","38","65","63","29","34","2249","562","1500000US240098608011","Block Group 1, Census Tract 8608.01, Calvert County, Maryland"
"714","296","189","133","0","13","0","13","50","72","0","13","0","13","1","14","24","36","0","13","0","13","38","57","1","14","26","39","1","13","0","13","27","44","21","31","525","219","1500000US240098608012","Block Group 2, Census Tract 8608.01, Calvert County, Maryland"
"3071","610","598","206","25","33","0","13","0","13","26","38","0","13","66","61","27","34","30","44","0","13","20","25","31","36","69","61","0","13","59","46","226","150","19","30","2473","513","1500000US240098608013","Block Group 3, Census Tract 8608.01, Calvert County, Maryland"
"1899","427","201","155","0","13","41","65","41","65","0","13","44","41","14","23","0","13","0","13","0","13","0","13","14","23","0","13","21","34","0","13","26","42","0","13","1698","331","1500000US240098609011","Block Group 1, Census Tract 8609.01, Calvert County, Maryland"
"1594","637","353","251","49","76","0","13","0","13","0","13","11","23","25","37","0","13","25","37","24","37","0","13","0","13","15","24","0","13","0","13","204","213","0","13","1241","425","1500000US240098609012","Block Group 2, Census Tract 8609.01, Calvert County, Maryland"
"1417","496","208","152","26","45","0","13","0","13","16","29","16","26","15","27","0","13","25","36","0","13","0","13","0","13","27","31","0","13","22","41","61","61","0","13","1209","491","1500000US240098609013","Block Group 3, Census Tract 8609.01, Calvert County, Maryland"
"2963","397","791","220","47","64","31","43","33","31","1","22","34","36","87","65","78","68","82","60","67","42","60","74","22","24","119","98","4","14","0","13","94","68","32","43","2172","287","1500000US240098609021","Block Group 1, Census Tract 8609.02, Calvert County, Maryland"
"2358","668","615","323","64","92","15","24","28","38","62","60","34","55","27","38","21","32","15","24","71","73","9","16","41","63","0","13","30","32","24","38","133","112","41","64","1743","445","1500000US240098610031","Block Group 1, Census Tract 8610.03, Calvert County, Maryland"
"1574","409","337","162","32","37","13","22","16","24","26","35","0","13","36","41","18","29","51","43","0","13","26","34","15","24","0","13","60","71","0","13","18","26","26","43","1237","323","1500000US240098610032","Block Group 2, Census Tract 8610.03, Calvert County, Maryland"
"1506","416","494","184","34","55","14","21","0","13","14","19","0","13","15","27","45","43","38","41","46","34","22","35","43","42","44","38","16","24","36","42","127","102","0","13","1012","309","1500000US240098610033","Block Group 3, Census Tract 8610.03, Calvert County, Maryland"
